Jahr;Geschlecht;Vorname;Anzahl
2010;M;Basil;1
2010;M;Berat;1
2010;W;Camila;1
2010;W;Cecilia;1
2010;M;Decio;1
2010;M;Diyar;1
2010;M;Dylan;4
2010;W;Ecrin;2
2010;M;Edin;1
2010;M;Elias;2
2010;M;Eljero;1
2010;W;Elya-Yarin;1
2010;M;Emrehan;1
2010;W;Ena;1
2010;M;Erion;1
2010;W;Eya;1
2010;M;Fabian;3
2010;W;Gabriela;2
2010;W;Gargee;1
2010;M;Imran;2
2010;W;Isabelle;1
2010;M;Jabes;1
2010;W;Janna;1
2010;W;Jenny;1
2010;W;Jolanda;1
2010;M;Josias;1
2010;W;Joy;1
2010;W;Julia;4
2010;M;Juliaan;1
2010;M;Juri;1
2010;W;Lara;8
2010;W;Lilly-Marie;1
2010;W;Lorena;3
2010;W;Lucy;1
2010;M;Luis;9
2010;W;Maeve;1
2010;W;Marie-Sophie;1
2010;W;Marine;1
2010;M;Matias;1
2010;M;Maycon;1
2010;M;Melos;1
2010;M;Michael;2
2010;M;Mikka;1
2008;M;Turan;1
2008;M;Ulysses;1
2008;M;Umut;1
2008;W;Valérie;1
2008;W;Vanesa;1
2008;M;Yannis;2
2008;W;Yaren;3
2008;M;Yigitcan;1
2009;M;Alessio;2
2009;M;Alphan;1
2009;M;Amar;1
2009;W;Amber;1
2009;W;Amelie;1
2009;W;Amélie;2
2009;M;Andrés;1
2009;M;Arijon;1
2009;W;Avigayil;1
2009;W;Behare;1
2009;M;Beran;1
2009;W;Bianca;1
2009;W;Blearta;1
2009;W;Blinera;1
2009;M;Butrint;1
2009;M;Carl;2
2009;W;Carmel;1
2009;M;Casper;1
2009;W;Catherine;2
2009;W;Ceren;1
2009;W;Christine;1
2009;W;Cléa;1
2009;M;Damian;2
2009;W;Danaë;1
2009;W;Daniela;1
2009;M;Danilo;1
2009;M;David;7
2009;W;Deniz;1
2009;W;Diami;1
2009;W;Dijane;1
2009;M;Dimitri;1
2009;W;Dorina;1
2009;M;Driton;1
2009;W;Edona;1
2009;M;Eduan;1
2009;M;Egehan;1
2009;W;Eileen;1
2010;M;Miray;1
2010;W;Mirjam;1
2010;M;Mirko;1
2010;W;Misia;1
2010;M;Mizuyuki;1
2010;W;Nacéra;1
2010;W;Nefise;1
2010;W;Nerea;2
2010;W;Neva;3
2010;W;Nevana;1
2010;W;Nevis;1
2010;M;Nic;1
2010;M;Nicola;2
2010;M;Nik;2
2010;W;Nuria;2
2010;M;Oliver;2
2010;M;Omer;1
2010;M;Ömer;2
2010;M;Pablo;1
2010;M;Patrick;1
2010;M;Peter;2
2010;M;Philipp;2
2010;W;Prapti;1
2010;W;Raha;1
2010;M;Rahul;1
2010;M;Renas;1
2010;M;Riza;1
2010;M;Robin;2
2010;W;Romy;1
2010;M;Roni;1
2010;M;Rouven;1
2010;M;Rowan;1
2010;M;Ruben;3
2010;M;Ryshan;1
2010;W;Safiya;1
2010;W;Sarayu;1
2010;M;Sebahattin;1
2010;W;Selene;2
2010;W;Selin;1
2010;M;Sergej;3
2010;M;Shahin;1
2010;W;Shanaja;1
2010;W;Shanaya;1
2010;W;Shilo;1
2010;W;Shriya;1
2010;W;Sidem;1
2010;W;Sienne;1
2010;M;Simao;1
2010;W;Siri;1
2010;W;Sofi;1
2010;W;Sterre;1
2010;W;Szimonetta;1
2010;M;Taha;1
2010;W;Tala;2
2010;W;Talitha;1
2010;M;Tejas;2
2010;M;Thierry;1
2010;W;Tiara;1
2010;M;Timon;1
2010;M;Toprak;1
2010;W;Valentina;2
2010;M;Valon;1
2010;W;Vanessa;4
2010;M;Vatan;1
2010;M;Victor;2
2010;W;Vivian;1
2010;W;Yaren;2
2010;W;Yasmin;1
2010;W;Yelina;1
2010;W;Zita;1
2011;M;Adam;4
2011;M;Adis;1
2009;W;Eliana;1
2009;W;Elinda;1
2009;W;Eline;1
2009;W;Ella;2
2009;M;Elliot;1
2009;M;Emanuel;3
2009;W;Emilia;3
2009;M;Emiliano;1
2009;W;Emma;4
2009;M;Erblin;1
2009;W;Erva;2
2009;W;Eulona;1
2009;W;Eva;3
2009;W;Ewodya;1
2009;M;Federico;1
2009;M;Fernando;2
2009;W;Filippa;2
2009;M;Flavian;1
2009;W;Francesca;1
2009;M;Frederik;1
2009;M;Gabriel;6
2009;W;Giada;3
2009;M;Giancarlo;1
2009;M;Gianluca;1
2009;W;Gizem;1
2009;M;Hajradin;1
2009;M;Hanno;1
2009;M;Howard;1
2009;W;Ida;2
2009;W;Isabelle;3
2009;W;Ishani;1
2009;W;Ivana;1
2009;M;Jan;6
2009;M;Jaryd;1
2009;M;Jasin;2
2009;W;Jiaqi;1
2009;W;Jil;1
2009;M;Joachim;1
2009;M;Joel;1
2009;M;Joey;1
2009;W;Joséphine;1
2009;M;Joshua;5
2009;W;Katharina;2
2009;M;Kemal;1
2009;M;Kiel;1
2009;M;Kilian;1
2009;W;Lana;1
2009;M;Lasse;1
2009;W;Leal;1
2009;M;Leon;7
2009;W;Leonie;3
2009;W;Leonora;1
2009;W;Leontina;1
2009;M;Liam;3
2009;W;Linn;1
2009;M;Lino;5
2009;W;Livia;2
2009;W;Lorina;1
2009;W;Lua;1
2009;M;Luca;8
2009;W;Luna;2
2009;M;Magnus;1
2009;M;Malthe;1
2009;W;Mara;1
2009;M;Marc;1
2009;W;Mari;1
2011;M;Akin;1
2011;W;Alara;1
2011;M;Alejandro;1
2011;M;Alend;1
2011;M;Alexandro;1
2009;M;Bryan;2
2009;W;Damla;1
2009;M;Davud;1
2009;M;Deven;1
2009;W;Dhriti;1
2009;W;Djoa;1
2009;M;Dominik;2
2009;M;Dominique-Kay;1
2009;W;Donika;1
2009;M;Dorart;1
2009;M;Edin;1
2009;M;Edion;1
2009;M;Edison;1
2009;M;Efe;3
2009;W;Élaine;1
2009;W;Erisa;1
2009;M;Ethan;1
2009;W;Eve;2
2009;W;Fatimah;1
2009;M;Filip;1
2008;M;Cemre;1
2008;W;Ceyda;2
2008;M;Cicero;1
2008;W;Emilia;6
2008;W;Emma;13
2008;M;Erijon;1
2008;M;Erol;1
2008;W;Berin;1
2008;M;Blake;1
2008;M;Carl;1
2008;W;Carolina;1
2008;W;Céline;3
2008;W;Charlotte;1
2008;M;Cyprian;1
2008;W;Delilah;1
2008;W;Delisa;1
2008;M;Devrim;2
2008;W;Diana;2
2008;W;Dina;1
2008;M;Diogo;1
2008;W;Divyaa;1
2008;W;Duygu;1
2008;W;Ece;2
2008;W;Ecem;1
2008;W;Ecrin;3
2008;M;Edon;1
2008;M;Efe;3
2008;M;Eliah;1
2008;W;Eliana;1
2008;W;Elis;1
2008;W;Elyne;1
2008;M;Emanuele;1
2008;M;Emilio;3
2008;M;Endrin;1
2008;M;Enis;1
2008;M;Eren;1
2008;M;Erwann;1
2008;W;Erzana;1
2008;W;Esear-Emmanuella;1
2008;M;Etem;1
2008;M;Fabian;1
2008;W;Feyza;1
2008;M;Fidel;1
2008;M;Finlay;1
2008;M;Franz;1
2008;W;Giada;1
2008;M;Giovanni;1
2008;M;Gisep;1
2008;W;Gizem;1
2008;W;Gwendolyn;1
2008;M;Harald;1
2008;M;Harrison;2
2008;W;Hatice;1
2008;W;Havin;1
2008;W;Helene;1
2008;M;Ilja;1
2008;M;Ilker;1
2008;M;Iri;1
2008;M;Isaiah;1
2008;M;Isak;1
2008;M;Itzhak;1
2008;W;Jana;5
2008;M;Janik;1
2008;W;Janika;1
2008;M;Janis;2
2008;W;Janna;1
2008;W;Jelena;1
2008;W;Jessica;5
2008;M;Jiro;1
2008;W;Jorianna;1
2008;M;Joseph;1
2008;W;Josephine;1
2008;W;Julie;1
2008;M;Kai;1
2008;M;Kevin;3
2008;M;Kristijan;1
2008;M;Laurent;1
2008;M;Lazar;1
2008;W;Leila;1
2008;W;Léonie;1
2008;M;Leopold;1
2008;W;Liliane;2
2008;W;Lilith;1
2008;M;Linard;1
2008;W;Linda;1
2008;M;Lindor;1
2008;M;Liron;1
2008;W;Lorenta;1
2008;M;Louis;1
2008;W;Luan;1
2008;M;Luc;1
2008;M;Lucius;2
2008;M;Luis;7
2008;M;Lutfi;1
2008;W;Mahide;1
2008;M;Mairon;1
2008;W;Marilyn;1
2008;M;Martin;1
2008;W;Masha;1
2008;M;Matia;1
2008;M;Matias;2
2008;M;Max;5
2007;W;Julisa;1
2007;W;Julsona;1
2007;M;Jurek;1
2007;M;Justus;1
2007;W;Kaija;1
2007;M;Kaj;1
2007;W;Kare;1
2007;W;Katsalin;1
2007;M;Kavinan;1
2007;M;Kelvin;1
2007;M;Kerem;1
2007;M;Kian;2
2007;W;Klara;2
2007;W;Lara;4
2007;W;Laurina;1
2007;W;Lavinia;1
2007;M;Leander;1
2007;W;Leni;1
2007;M;Lennart;1
2007;M;Leonard;1
2007;W;Leonie;2
2007;M;Leonis;1
2007;M;Levin;1
2007;W;Liana;1
2007;W;Lidija;1
2007;W;Lina;6
2007;M;Linard;1
2007;M;Lio;1
2007;M;Lirion;1
2007;M;Loïc;2
2007;W;Lorena;2
2007;M;Lorent;1
2007;W;Lorin;1
2007;M;Louis;4
2007;M;Luan;2
2007;W;Luana;1
2007;M;Luca;3
2007;W;Lucie;1
2007;W;Lucy;1
2007;M;Luka;6
2007;M;Lyan;1
2007;W;Lynn;2
2007;W;Mahilini;1
2007;M;Maiko;1
2007;W;Maisha;1
2007;M;Mankemy;1
2007;W;Mara;5
2007;M;Mariano;1
2007;W;Marlene;1
2007;M;Marlon;4
2007;M;Marlon-Tima;1
2007;M;Marquise;1
2007;M;Martin;1
2007;W;Mathilde;1
2007;M;Mathis;3
2007;M;Matiu;1
2007;M;Max-Laurin;1
2007;W;Melanie;1
2007;W;Melike;2
2007;M;Mikail;1
2007;M;Milos;1
2007;M;Mirhan;1
2007;W;Mirjam;1
2007;M;Muhammet;2
2007;W;Nadja;1
2007;W;Najwa;1
2007;W;Nami;1
2007;W;Narîn;1
2007;W;Nazli;1
2007;M;Neil;1
2007;W;Neva;1
2007;W;Nikolett;1
2007;W;Nina;3
2007;W;Nisanur;1
2007;W;Nora;3
2007;W;Nshan;1
2007;W;Nuha;1
2007;W;Olivia;2
2007;W;Ona;1
2007;W;Oriana;1
2007;W;Patricia;1
2007;W;Pauline;3
2007;M;Peter;1
2007;M;Pierin;1
2007;W;Priscile;1
2007;M;Ramón;1
2007;M;Raphael;9
2007;M;Rasmus;1
2007;W;Rea;1
2008;W;Melissa;3
2008;M;Mirza;1
2008;W;Moja;1
2008;M;Moritz;4
2008;M;Muhammed;3
2008;M;Muiz;1
2008;M;Murat;1
2008;M;Mustafa;1
2008;M;Nanuk;1
2008;M;Natnaial;1
2008;M;Nicolas;4
2008;M;Niels;2
2008;M;Nikola;4
2008;M;Nils;5
2008;M;Noah;4
2008;W;Noé;1
2008;W;Noée;1
2008;W;Noemi;5
2008;W;Núria;1
2008;W;Nuris;1
2008;M;Onur;1
2008;W;Paula;6
2008;M;Poyraz;1
2008;W;Raquel;1
2008;W;Rasha;1
2008;W;Rebecca;3
2008;W;Reena;1
2008;W;Romy;2
2008;W;Ruveyda;1
2008;W;Salomé;1
2008;M;Sam;2
2008;M;Seal;1
2008;W;Selena;1
2008;W;Simea;1
2008;W;Sophie;7
2008;W;Tabea;1
2008;W;Timea;2
2008;W;Tina;1
2008;M;Tristan;3
2008;M;Valentin;4
2008;W;Viktoria;1
2008;W;Violette;1
2008;W;Vivian;1
2008;W;Yanika;1
2008;M;Yari;1
2008;W;Yasmine;1
2008;W;Ylva;1
2007;M;Rico;1
2007;W;Sanela;1
2007;W;Serafina;1
2007;W;Seraina;1
2007;M;Sercan;1
2007;W;Sheen;1
2007;W;Shkendi;1
2007;M;Silvan;1
2007;M;Slaven;1
2007;M;Stefan;1
2007;M;Subitshan;1
2007;W;Triola;1
2007;M;Venkata;1
2007;W;Viviane;1
2008;W;Abeeha;1
2008;W;Abisha;1
2008;M;Adonis;2
2008;M;Alpay;1
2008;M;Alrik;1
2008;W;Anaïs;1
2008;M;Andrej;1
2008;W;Beyza;1
2009;W;Asya;3
2009;W;Aurora;2
2009;M;Azad;1
2009;W;Barbara;2
2009;M;Ben;1
2009;W;Berfin;1
2009;W;Beril;2
2009;W;Berina;1
2008;M;Rhonny;1
2008;M;Ridvan;1
2008;M;Rinas;1
2008;M;Roj;1
2008;M;Romain;2
2008;W;Selina;4
2008;M;Serhat;1
2008;W;Shany;1
2008;M;Sidar;1
2008;M;Simon;6
2008;M;Sinan;1
2008;W;Sophy;1
2008;W;Stella-Lucia;1
2008;M;Tanish;1
2008;M;Thibault;1
2008;M;Thomas;2
2008;M;Tiziano;1
2008;M;Tobis;1
2008;M;Xaver;1
2008;W;Xenia;1
2008;M;Yohan;1
2008;W;Zahra;1
2007;M;Robin;1
2007;W;Rojin;1
2007;M;Rojkan;1
2007;W;Rosalie;1
2007;W;Sahraa;1
2007;W;Sevgi;1
2007;M;Seyhan;1
2007;M;Süleymann;1
2007;W;Suvethi;1
2007;W;Tamima;1
2007;M;Toprak;2
2008;M;Agit;1
2008;W;Agnesa;1
2008;W;Akshaya;1
2008;M;Aleandro;1
2008;M;Alejandro;1
2008;W;Alejna;1
2008;W;Aleksandra;1
2008;M;Alessio;2
2008;M;Alexandre;2
2008;W;Aline;1
2008;W;Amalia;1
2008;W;Amélie;1
2008;W;Anastasija;2
2008;W;Andjela;1
2008;W;Anesa;2
2008;M;Angelo;1
2008;W;Anisa;1
2008;M;Arjen;1
2008;M;Batur;1
2008;W;Beatriz;1
2008;M;Beytullah;1
2008;M;Boris;1
2008;W;Buse;1
2009;M;Adam;1
2009;M;Adar;2
2009;W;Aliya;1
2009;W;Aliyah;1
2009;M;Argjent;1
2009;M;Aron;1
2009;W;Asia;1
2009;M;Bajram;1
2009;M;Basil;2
2009;W;Beatrix;1
2007;W;Eda;1
2007;M;Efe;2
2007;W;Elektra;1
2007;M;Elias;3
2007;W;Elise;1
2007;M;Emile;2
2007;M;Emilio;1
2007;W;Ereblina;1
2007;M;Eric;1
2007;M;Erich;1
2007;W;Erin;1
2007;M;Erlind;1
2007;W;Estella;1
2007;W;Fanni;1
2007;M;Fatih;1
2007;M;Federico;1
2007;W;Feriel;1
2007;W;Fijolla;1
2007;M;Genc;1
2007;M;Gentrit;1
2007;W;Giulia;3
2007;M;Görkem;1
2007;W;Grace;1
2007;W;Indira;1
2007;W;Isabel;1
2007;W;Isra;1
2007;M;Ivan;1
2007;W;Jael;2
2007;M;Jakub;2
2007;M;Jamie;1
2007;M;Jamie-Lee;1
2007;M;Janek;1
2007;M;Janis;2
2007;M;Jano;1
2007;M;Jason;1
2007;M;Jassin;1
2007;M;Jeyon;1
2007;M;Joël;1
2007;W;Joelle;1
2007;M;Jonathan;7
2007;W;Julia;10
2007;W;Lidia;1
2007;W;Linda;1
2007;W;Lindora;1
2007;M;Lionel;3
2007;M;Loran;1
2007;M;Lorenzo;2
2007;M;Loris;3
2007;W;Lucia;1
2007;W;Luna;1
2007;W;Lyvana;1
2007;M;Machiel;1
2007;M;Maksim;1
2007;W;Manha;1
2007;M;Manik;1
2007;M;Marcin;1
2007;W;Marie;3
2007;M;Marin;1
2007;M;Marius;1
2007;W;Marla;1
2007;M;Mateja;1
2007;M;Mathys;1
2007;W;Meliha;1
2007;W;Melissa;1
2007;M;Mert;2
2007;W;Merve;2
2007;W;Mihika;1
2007;W;Miljana;1
2007;M;Milot;1
2007;W;Mina;1
2007;W;Morena;1
2007;M;Murat;1
2007;W;Nancy;1
2007;M;Necdet;1
2007;W;Neha;1
2007;M;Nevio;4
2007;M;Nevyn;1
2007;W;Newal;1
2007;M;Nicolas;8
2007;M;Nils;3
2007;M;Nirudan;1
2007;M;Niyazi;1
2007;M;Noa;3
2007;M;Oliver;1
2007;M;Pablo;2
2007;M;Philipp;1
2007;W;Prabh;1
2007;W;Rabiya;2
2007;W;Rahel;3
2007;M;Rayen;2
2007;W;Rizwana;1
2007;M;Ruben;3
2007;W;Rute;1
2007;M;Sachinn;1
2007;M;Sajeev;1
2007;M;Seddik;1
2007;W;Soley;1
2007;M;Sonam;1
2007;W;Sude;1
2007;W;Taël;1
2007;W;Tatiana;1
2007;M;Tawan;1
2007;W;Tesnim;1
2007;M;Tim;4
2007;M;Tunahan;1
2007;W;Umihana;1
2007;M;Valentin;2
2007;W;Valérie;1
2007;W;Viktorija;1
2007;W;Vivien;1
2007;M;Xavier;2
2007;W;Xhenete;1
2007;M;Yannick;1
2007;M;Yllzon;1
2007;W;Zerya;1
2008;M;Akmal;1
2008;M;Alberto;1
2008;W;Alena;2
2008;M;Alexander;5
2008;W;Alicia;1
2008;W;Alina;7
2008;W;Aliya;1
2008;M;Andrea;1
2008;M;Andrija;1
2008;M;Anis;1
2008;W;Annelie;1
2008;M;Anton;1
2008;W;Antonia;1
2008;W;Arjin;1
2008;M;Arjun;1
2007;M;Cian;1
2007;M;Claudio;1
2007;M;Conradin;1
2007;M;Cornelius;1
2007;W;Desirée;1
2007;W;Diana;2
2007;M;Diego;3
2007;M;Dimitrios;1
2007;M;Dominique;1
2007;W;Sabrina;1
2007;W;Sahsenem;1
2007;W;Samara;1
2007;M;Savas;1
2007;M;Sebastien;1
2007;W;Selma;3
2007;M;Serafim;1
2007;W;Shengile;1
2007;W;Shreya;1
2007;W;Sila;3
2007;M;Simon;4
2007;W;Sofia;3
2007;W;Stella;2
2007;W;Talissa;1
2007;M;Trishan;1
2008;M;Adar;1
2008;W;Alea;1
2008;M;Alec;1
2008;W;Aliza;1
2008;M;Almir;1
2008;M;Amdi;1
2008;W;Amira;2
2008;W;Aneliya;1
2008;M;Anes;1
2008;W;Anna;9
2008;W;Anna-Nabila;1
2008;M;Arda;6
2008;M;Arel;1
2008;M;Aron;1
2008;W;Aurelia;1
2008;W;Auriane;1
2008;W;Ayla;1
2008;W;Aylin;1
2008;M;Benjamin;7
2008;M;Balthasar;1
2008;M;Mika;2
2008;M;Angus;1
2008;W;Aruna;1
2008;W;Avi;1
2008;W;Ayfan;1
2008;M;Baki;1
2008;M;Bendt;1
2008;M;Bertan;1
2008;W;Cara-Elise;1
2009;W;Adrijana;2
2009;M;Alessandro;2
2009;M;Alexandros;1
2009;W;Alyssa;1
2009;W;Ana;3
2009;W;Angelina;3
2009;W;Ann-Sophie;1
2009;W;Anouk;5
2009;M;Arvid;1
2009;W;Asmahan;1
2016;M;Aram;1
2016;W;Aryana;1
2016;M;Asher;1
2016;W;Azelya;1
2016;W;Bardha;1
2016;M;Basan;1
2016;W;Belinda;1
2016;W;Benan;1
2016;M;Brilant;1
2016;W;Bruna;1
2016;M;Bruno;1
2016;W;Cilia;1
2019;M;Haris;1
2019;M;Henri;3
2019;W;Inês;1
2019;W;Isabelle;1
2019;M;Jano;1
2019;M;Jukka;1
2019;M;Julian;4
2019;W;Kayla;2
2019;W;Kenza;1
2019;W;Kira;1
2019;M;Konstantin;2
2019;W;Leïla;1
2019;M;Lennox;1
2019;M;Lenny;1
2019;M;Leonard;2
2019;M;Leonis;1
2019;M;Levent;1
2019;W;Lijana;1
2019;W;Lillian;1
2019;M;Loïs;1
2019;W;Lorena;7
2019;M;Louis;7
2019;M;Luca;5
2019;W;Lucy;2
2019;W;Lydia;2
2019;W;Maila;2
2019;W;Martha;1
2019;W;Mathilde;1
2019;W;Maya;2
2019;W;Maylin;1
2019;M;Meir;1
2019;W;Melia;1
2016;W;Clarabel;1
2016;M;Dael;1
2016;M;Davide;2
2016;W;Dayana;1
2016;W;Deana;1
2016;M;Demian;1
2016;M;Devran;1
2016;W;Dilda;1
2016;M;Eldin;2
2016;M;Elian;2
2016;M;Emil;5
2016;M;Emile;1
2016;M;Emiliano;1
2016;W;Emilie;4
2016;W;Enise;1
2016;M;Eser;1
2016;W;Esra;1
2016;W;Eva;1
2016;M;Ewan;1
2016;M;Florin;1
2016;M;George;1
2016;M;Gion;1
2016;W;Grace;2
2016;W;Hanna;6
2016;W;Ida;2
2016;W;Iris;1
2016;W;Israelynn;1
2016;M;Jeroen;1
2016;M;Jessy;1
2016;M;Jiyan;1
2016;W;Johanna;4
2016;M;Jon;2
2016;M;Jorge;1
2016;W;Josefine;1
2016;M;Julius;4
2016;M;Kiril;1
2019;W;Meysar;1
2019;M;Miran;3
2019;M;Mirón;1
2019;M;Muhamed;1
2019;M;Musaib;1
2019;M;Nanaimo;1
2019;M;Nari;1
2019;M;Nick;1
2019;W;Nora;5
2019;M;Olivér;1
2019;M;Oscar;3
2019;M;Prince;1
2019;W;Qiyun;1
2021;M;Ishaan;2
2021;M;Jay;1
2021;M;Jhoendy;1
2021;M;Jonn;1
2021;M;Karam;1
2021;M;Kastriot;1
2021;M;Kenai;1
2021;M;Kenzo;1
2021;M;Kian;4
2021;M;Kuno;1
2021;M;Kwame;1
2021;W;Laia;2
2021;M;Lenn;1
2021;M;Leonidas;1
2021;W;Lilyana;2
2021;M;Lorenzo;1
2021;W;Malou;1
2021;M;Marc;1
2021;M;Soufien;1
2021;W;Surya;1
2021;W;Tahmina;1
2021;W;Talia;2
2021;M;Tuan;1
2021;W;Yael;2
2021;W;Yeshe;1
2021;M;Yule;1
2021;W;Yve;1
2017;M;Isla;1
2017;M;Jaden;1
2017;W;Jane;1
2017;M;Joa;1
2017;W;Jona;1
2017;W;Joséphine;1
2017;M;Julian;8
2017;M;Julien;2
2017;W;Juna;3
2017;M;Juno;1
2017;M;Kayra;1
2017;M;Kerim;1
2017;M;Koming;1
2017;W;Lana;1
2017;M;Lasse;1
2017;W;Leana;1
2017;W;Leila;2
2017;M;Lenn;1
2017;M;Lian;6
2017;W;Linn;2
2017;W;Lumi;1
2017;W;Lydia;1
2017;W;Magalie;1
2017;W;Malaher;1
2017;W;Maria;1
2017;W;Marina;2
2017;M;Matteo;4
2017;W;Melanie;2
2017;M;Mexhit;1
2017;M;Michele;1
2017;W;Milène;1
2017;M;Milo;2
2017;M;Milot;1
2017;M;Miro;4
2021;M;Zaker;1
2021;M;Zed;1
2017;M;Mohammed-Saleas;1
2017;M;Muze;1
2017;W;Namya;1
2017;W;Nana;1
2017;M;Natan;2
2017;M;Neven;1
2017;W;Nil;1
2017;W;Noor;1
2017;M;Octavio;1
2017;M;Oske;1
2017;M;Paul-Antoine;1
2017;M;Philippos;1
2017;M;Qendel;1
2017;W;Raoda;1
2017;M;Raphael;2
2017;M;Reza;1
2017;W;Risana;1
2017;W;Rishvika;1
2017;W;Roza;1
2017;W;Samar;1
2017;W;Sarah;2
2017;M;Selik;1
2017;W;Seynabou;1
2017;M;Simeon;3
2017;W;Sirin;1
2017;W;Skye;1
2017;W;Soraya;1
2017;W;Stella-Emie;1
2017;W;Sukriti;1
2017;W;Sura;1
2017;W;Svea;1
2017;W;Tenzin;2
2017;W;Tharsini;1
2017;M;Théo;1
2017;W;Tilda;1
2017;M;Titus;1
2017;W;Veronika;1
2017;W;Wayan;1
2017;W;Xela;1
2017;W;Xenia;1
2017;W;Yael;2
2017;M;Yimo;1
2017;M;Zakeriye;1
2017;W;Zilan;1
2017;W;Zofia;1
2018;M;Aaron;5
2018;M;Aaryan;1
2018;W;Adeya;1
2018;W;Adrienne;1
2018;W;Adrijana;1
2018;M;Adyan;1
2018;M;Agri;1
2018;M;Aidan;1
2018;W;Alba;1
2018;W;Alejna;1
2018;M;Alex;1
2018;W;Alice;2
2018;W;Almina;1
2018;W;Alva;1
2018;M;Amáru;1
2018;W;Amilja;1
2018;M;Amir;1
2018;M;Amosh;1
2018;W;Erika;1
2018;W;Esma;2
2018;M;Etienne;1
2018;W;Evolet;1
2018;M;Ezman;1
2018;M;Ferdinand;2
2018;W;Filippa;1
2018;M;Florin;1
2018;W;Franka;1
2018;W;Freya;1
2018;M;Fynn;2
2018;W;Guilia;1
2018;M;Hamza;2
2018;M;Hanno;1
2018;W;Helena;3
2018;M;Henri;3
2018;W;Hiyab;1
2018;W;Hoorain;1
2018;M;Hugo;1
2018;M;Ilija;1
2018;M;Illya;1
2018;M;Ilyass;1
2018;W;Io;1
2018;W;Irene;1
2018;M;Isidro;1
2018;M;Jack;1
2018;M;Jacob;2
2018;M;Jacopo;1
2018;M;Jamie;1
2018;M;Jannis;3
2018;M;Jano;2
2018;M;Jasin;1
2018;M;Joaquim;1
2018;W;Jola;1
2018;M;Kaon;1
2018;W;Katharina;1
2018;W;Kayleigh;1
2018;M;Kilian;2
2018;W;Kim;1
2018;M;Kion;1
2018;M;Konstantin;2
2018;M;Krystian;1
2018;W;Kyara;2
2018;M;Kymani;1
2018;W;Laila;3
2018;W;Laily;1
2020;W;Éline;1
2020;W;Elodie;2
2020;M;Ennio;1
2020;M;Ettore;1
2020;W;Felicita;1
2020;W;Fetia;1
2020;W;Filomena;1
2020;W;Flurina;1
2020;M;Fredrik;1
2020;M;Friedemann;1
2020;W;Hêvî;1
2020;M;Hiyab;1
2020;M;Ilai;1
2020;M;Iliah;1
2020;M;Inas;1
2020;W;Irma;1
2020;M;Jacob;1
2020;M;Jamal;1
2020;M;Jaro;2
2020;W;Jinte;1
2020;W;Julie;3
2020;M;Keoni;1
2020;W;Lani;2
2020;M;Lautaro;1
2020;M;Leno;1
2020;W;Leona;2
2020;W;Lia;4
2020;M;Lian;2
2020;W;Liliane;1
2020;M;Lion;2
2020;W;Liv;2
2020;W;Loana;1
2020;M;Lorin;1
2020;M;Luciano;1
2020;W;Lyne;1
2020;M;Mael;1
2020;W;Malin;3
2020;M;Malte;1
2020;W;Marina;1
2020;W;Marou;1
2020;M;Mehmet;1
2020;W;Melina;2
2020;M;Michael;3
2020;M;Mika;2
2016;W;Ao;1
2016;W;Arisa;1
2016;W;Aruni;1
2016;W;Asmin;2
2016;W;Asya;1
2016;M;Baris;1
2016;W;Blanche;1
2016;W;Bonnie;1
2016;W;Camille;2
2016;W;Carla;4
2016;W;Ceysu;1
2019;W;Helena;2
2019;W;Imelda;1
2019;W;Inara;1
2019;M;Isaak;1
2019;W;Isabel;2
2019;M;Jilles;1
2019;M;Jiyan;1
2019;W;Johanna;2
2019;M;Julien;2
2019;W;June;1
2019;M;Kerem;1
2019;W;Ksanet;1
2019;W;Larisa;1
2019;M;Lars;3
2019;M;Laurenz;1
2019;W;Leah;1
2019;M;Lean;2
2019;W;Lena;5
2019;M;Lenni;1
2019;W;Leonie;3
2019;M;Levi;6
2019;W;Liana;7
2019;M;Lio;2
2019;M;Livio;1
2019;W;Louisa;4
2019;W;Loujain;1
2019;W;Maira;2
2019;W;Malika;1
2019;W;Mame;1
2019;W;Marlin;1
2019;M;Matias;1
2016;M;Delo;1
2016;M;Delyo;1
2016;M;Deniz;6
2016;W;Eileen;1
2016;W;Ela;4
2016;M;Eliano;1
2016;W;Eline;3
2016;W;Elona;2
2016;M;Emanuel;3
2016;W;Emiliana;1
2016;M;Emmanouil;1
2016;W;Emmeline;2
2016;M;Enno;1
2016;M;Erdem;1
2016;M;Francesco;1
2016;M;Habil;1
2016;W;Hazal-Dicle;1
2016;W;Hazel;1
2016;W;Hilly;1
2016;W;Ilsu;1
2016;M;Irfan;1
2016;W;Isra;1
2016;W;Jana;3
2016;W;Joana;2
2016;M;Jonathan-Nepomuk;1
2016;M;Jonne;1
2016;M;Julian;9
2019;M;Mihajlo;2
2019;W;Mikela;1
2019;M;Muhammed;1
2019;M;Mylo;1
2019;M;Nilas;1
2019;M;Nolan;1
2019;M;Nolann;1
2019;W;Norah;1
2019;W;Norell;1
2019;W;Pénelopé;1
2019;W;Philippa;1
2019;M;Raiden;1
2019;M;Ramón;1
2019;M;Rayan;2
2019;M;Robin;1
2019;W;Ruftalem;1
2019;M;Said;1
2019;W;Salome;1
2019;M;Sander;1
2019;W;Sarah;2
2019;W;Sarai;1
2019;M;Selim;1
2019;W;Serafina;1
